Day,Timestamp,Value
Wednesday,2025-09-03 14:39:54.143584,0.17810
Wednesday,2025-09-03 14:39:54.367506,0.17810
Wednesday,2025-09-03 14:39:54.597531,0.17809
Wednesday,2025-09-03 14:39:55.038154,0.17008
Wednesday,2025-09-03 14:39:55.241277,0.17008
Wednesday,2025-09-03 14:39:55.437173,0.17008
Wednesday,2025-09-03 14:39:55.643591,0.17009
Wednesday,2025-09-03 14:39:55.873854,0.17609
Wednesday,2025-09-03 14:39:57.227841,0.17809
Wednesday,2025-09-03 14:39:57.452153,0.17809
Wednesday,2025-09-03 14:39:57.660254,0.17809
Wednesday,2025-09-03 14:39:57.854092,0.17809
Wednesday,2025-09-03 14:39:58.070349,0.17809
Wednesday,2025-09-03 14:39:58.270717,0.17809
Wednesday,2025-09-03 14:39:58.477526,0.17809
Wednesday,2025-09-03 14:39:58.678466,0.17809
Wednesday,2025-09-03 14:39:58.883636,0.17809
Wednesday,2025-09-03 14:39:59.092208,0.17809
Wednesday,2025-09-03 14:39:59.503418,0.17810
Wednesday,2025-09-03 14:39:59.709552,0.17810
Wednesday,2025-09-03 14:39:59.905892,0.17810
Wednesday,2025-09-03 14:40:00.125456,0.17810
Wednesday,2025-09-03 14:40:00.319784,0.17810
Wednesday,2025-09-03 14:40:00.532337,0.17810
Wednesday,2025-09-03 14:40:00.751467,0.17810
Wednesday,2025-09-03 14:40:00.974453,0.17810
Wednesday,2025-09-03 14:40:01.186138,0.17810
Wednesday,2025-09-03 14:40:01.438195,0.17810
Wednesday,2025-09-03 14:40:01.671414,0.17810
Wednesday,2025-09-03 14:40:01.904089,0.17810
Wednesday,2025-09-03 14:40:02.144509,0.17812
Wednesday,2025-09-03 14:40:02.341274,0.17612
Wednesday,2025-09-03 14:40:02.543425,0.17612
Wednesday,2025-09-03 14:40:02.743050,0.17612
Wednesday,2025-09-03 14:40:03.073583,0.17612
Wednesday,2025-09-03 14:40:03.294367,0.17814
Wednesday,2025-09-03 14:40:03.499994,0.17814
Wednesday,2025-09-03 14:40:05.178104,0.17821
Wednesday,2025-09-03 14:40:05.386701,0.17821
Wednesday,2025-09-03 14:40:05.601842,0.17820
Wednesday,2025-09-03 14:40:05.829196,0.17820
Wednesday,2025-09-03 14:40:06.038239,0.17820
Wednesday,2025-09-03 14:40:06.261166,0.17820
Wednesday,2025-09-03 14:40:06.490247,0.17820
Wednesday,2025-09-03 14:40:06.730728,0.17821
Wednesday,2025-09-03 14:40:06.974132,0.17821
Wednesday,2025-09-03 14:40:07.207649,0.17822
Wednesday,2025-09-03 14:40:07.430453,0.17822
Wednesday,2025-09-03 14:40:07.875621,0.17623
Wednesday,2025-09-03 14:40:08.078355,0.17623
Wednesday,2025-09-03 14:40:08.280695,0.17623
Wednesday,2025-09-03 14:40:08.506126,0.17623
Wednesday,2025-09-03 14:40:08.713624,0.17623
Wednesday,2025-09-03 14:40:08.909391,0.17623
Wednesday,2025-09-03 14:40:09.125438,0.17822
Wednesday,2025-09-03 14:40:09.338768,0.17822
Wednesday,2025-09-03 14:40:09.564666,0.17822
Wednesday,2025-09-03 14:40:09.786287,0.17820
Wednesday,2025-09-03 14:40:10.031132,0.17619
Wednesday,2025-09-03 14:40:10.879213,0.17817
Wednesday,2025-09-03 14:40:11.097783,0.17614
Wednesday,2025-09-03 14:40:11.313623,0.17813
Wednesday,2025-09-03 14:40:11.810022,0.17811
Wednesday,2025-09-03 14:40:12.038902,0.17811
Wednesday,2025-09-03 14:40:12.274586,0.17613
Wednesday,2025-09-03 14:40:12.489320,0.17813
Wednesday,2025-09-03 14:40:12.715315,0.17811
Wednesday,2025-09-03 14:40:13.389765,0.17813
Wednesday,2025-09-03 14:40:13.603729,0.17813
Wednesday,2025-09-03 14:40:13.811077,0.17813
Wednesday,2025-09-03 14:40:15.694685,0.17618
Wednesday,2025-09-03 14:40:15.909909,0.17620
Wednesday,2025-09-03 14:40:16.127567,0.17820
Wednesday,2025-09-03 14:40:16.330863,0.17820
Wednesday,2025-09-03 14:40:16.556357,0.17820
Wednesday,2025-09-03 14:40:16.798408,0.17820
Wednesday,2025-09-03 14:40:17.024510,0.17820
Wednesday,2025-09-03 14:40:17.260963,0.17820
Wednesday,2025-09-03 14:40:17.467192,0.17820
Wednesday,2025-09-03 14:40:19.161164,0.17819
Wednesday,2025-09-03 14:40:19.633667,0.17614
Wednesday,2025-09-03 14:40:20.084121,0.17810
Wednesday,2025-09-03 14:40:20.524168,0.17809
Wednesday,2025-09-03 14:40:20.734107,0.17809
Wednesday,2025-09-03 14:40:20.940602,0.17809
Wednesday,2025-09-03 14:40:21.154825,0.17809
Wednesday,2025-09-03 14:40:21.356423,0.17809
Wednesday,2025-09-03 14:40:21.580852,0.17809
Wednesday,2025-09-03 14:40:22.059713,0.17620
Wednesday,2025-09-03 14:40:22.294723,0.17820
Wednesday,2025-09-03 14:40:22.501508,0.17820
Wednesday,2025-09-03 14:40:24.550116,0.17819
Wednesday,2025-09-03 14:40:24.764342,0.17620
Wednesday,2025-09-03 14:40:24.968387,0.17820
Wednesday,2025-09-03 14:40:25.191757,0.17820
Wednesday,2025-09-03 14:40:25.401106,0.17820
Wednesday,2025-09-03 14:40:25.620524,0.17820
Wednesday,2025-09-03 14:40:25.847642,0.17820
Wednesday,2025-09-03 14:40:26.046992,0.17820
Wednesday,2025-09-03 14:40:26.266395,0.17820
Wednesday,2025-09-03 14:40:26.474409,0.17820
Wednesday,2025-09-03 14:40:26.732089,0.17822
Wednesday,2025-09-03 14:40:26.960741,0.17822
Wednesday,2025-09-03 14:40:27.212092,0.17621
Wednesday,2025-09-03 14:40:27.442710,0.17820
Wednesday,2025-09-03 14:40:27.646590,0.17820
Wednesday,2025-09-03 14:40:27.850044,0.17820
Wednesday,2025-09-03 14:40:28.052985,0.17820
Wednesday,2025-09-03 14:40:28.270980,0.17820
Wednesday,2025-09-03 14:40:28.491895,0.17820
Wednesday,2025-09-03 14:40:28.709985,0.17820
Wednesday,2025-09-03 14:40:28.912489,0.17820
Wednesday,2025-09-03 14:40:29.119161,0.17820
Wednesday,2025-09-03 14:40:29.311032,0.17820
Wednesday,2025-09-03 14:40:29.527963,0.17820
Wednesday,2025-09-03 14:40:29.964111,0.17619
Wednesday,2025-09-03 14:40:31.600203,0.17614
Wednesday,2025-09-03 14:40:31.827336,0.17813
Wednesday,2025-09-03 14:40:32.081194,0.17614
Wednesday,2025-09-03 14:40:32.331138,0.17821
Wednesday,2025-09-03 14:40:32.559352,0.17821
Wednesday,2025-09-03 14:40:32.809776,0.17821
Wednesday,2025-09-03 14:40:33.026305,0.17821
Wednesday,2025-09-03 14:40:33.240089,0.17821
Wednesday,2025-09-03 14:40:33.479595,0.17821
Wednesday,2025-09-03 14:40:33.710532,0.17679
Wednesday,2025-09-03 14:40:33.954213,0.17631
Wednesday,2025-09-03 14:40:34.179222,0.17631
Wednesday,2025-09-03 14:40:34.395838,0.17631
Wednesday,2025-09-03 14:40:34.603921,0.17631
Wednesday,2025-09-03 14:40:34.810482,0.17631
Wednesday,2025-09-03 14:40:35.022630,0.17631
Wednesday,2025-09-03 14:40:35.251702,0.17829
Wednesday,2025-09-03 14:40:35.452154,0.17829
Wednesday,2025-09-03 14:40:35.660501,0.17626
Wednesday,2025-09-03 14:40:35.880320,0.17825
Wednesday,2025-09-03 14:40:36.308800,0.17829
Wednesday,2025-09-03 14:40:36.546679,0.17829
Wednesday,2025-09-03 14:40:36.777639,0.17829
Wednesday,2025-09-03 14:40:37.031367,0.17829
Wednesday,2025-09-03 14:40:37.263534,0.17829
Wednesday,2025-09-03 14:40:37.516623,0.17829
Wednesday,2025-09-03 14:40:37.737294,0.17829
Wednesday,2025-09-03 14:40:37.937185,0.17829
Wednesday,2025-09-03 14:40:38.140248,0.17829
Wednesday,2025-09-03 14:40:38.351131,0.17829
Wednesday,2025-09-03 14:40:38.552546,0.17829
Wednesday,2025-09-03 14:40:38.752286,0.17829
Wednesday,2025-09-03 14:40:38.963845,0.17829
Wednesday,2025-09-03 14:40:39.180521,0.17628
Wednesday,2025-09-03 14:40:39.401972,0.17827
Wednesday,2025-09-03 14:40:39.660911,0.17627
Wednesday,2025-09-03 14:40:39.956400,0.17627
Wednesday,2025-09-03 14:40:40.188725,0.17627
Wednesday,2025-09-03 14:40:40.397134,0.17627
Wednesday,2025-09-03 14:40:40.627291,0.17627
Wednesday,2025-09-03 14:40:41.532267,0.17623
Wednesday,2025-09-03 14:40:41.751325,0.17623
Wednesday,2025-09-03 14:40:41.964884,0.17623
Wednesday,2025-09-03 14:40:42.215021,0.17822
Wednesday,2025-09-03 14:40:42.483008,0.17821
Wednesday,2025-09-03 14:40:42.727349,0.17821
Wednesday,2025-09-03 14:40:42.960933,0.17821
Wednesday,2025-09-03 14:40:43.197229,0.17820
Wednesday,2025-09-03 14:40:43.421567,0.17820
Wednesday,2025-09-03 14:40:44.893284,0.17816
Wednesday,2025-09-03 14:40:45.097651,0.17616
Wednesday,2025-09-03 14:40:45.301745,0.17616
Wednesday,2025-09-03 14:40:45.502124,0.17616
Wednesday,2025-09-03 14:40:45.716948,0.17618
Wednesday,2025-09-03 14:40:45.923367,0.17620
Wednesday,2025-09-03 14:40:47.019681,0.17634
Wednesday,2025-09-03 14:40:47.257865,0.17634
Wednesday,2025-09-03 14:40:47.514754,0.17634
Wednesday,2025-09-03 14:40:47.764441,0.17837
Wednesday,2025-09-03 14:40:48.598026,0.17639
Wednesday,2025-09-03 14:40:48.810522,0.17643
Wednesday,2025-09-03 14:40:49.022890,0.17843
Wednesday,2025-09-03 14:40:49.225546,0.17843
Wednesday,2025-09-03 14:40:49.449581,0.17843
Wednesday,2025-09-03 14:40:49.895798,0.17641
Wednesday,2025-09-03 14:40:50.123005,0.17642
Wednesday,2025-09-03 14:40:50.335066,0.17843
Wednesday,2025-09-03 14:40:50.549053,0.17843
Wednesday,2025-09-03 14:40:50.765360,0.17843
Wednesday,2025-09-03 14:40:50.973751,0.17843
Wednesday,2025-09-03 14:40:51.188738,0.17843
Wednesday,2025-09-03 14:40:51.394089,0.17843
Wednesday,2025-09-03 14:40:51.622694,0.17842
Wednesday,2025-09-03 14:40:51.869141,0.17841
Wednesday,2025-09-03 14:40:52.091728,0.17641
Wednesday,2025-09-03 14:40:52.313289,0.17842
Wednesday,2025-09-03 14:41:00.279901,0.17847
Wednesday,2025-09-03 14:41:00.537294,0.17847
Wednesday,2025-09-03 14:41:00.755514,0.17849
Wednesday,2025-09-03 14:41:00.972616,0.17850
Wednesday,2025-09-03 14:41:01.400596,0.17648
Wednesday,2025-09-03 14:41:02.419972,0.17849
Wednesday,2025-09-03 14:41:04.962133,0.17849
Wednesday,2025-09-03 14:41:05.190410,0.17849
Wednesday,2025-09-03 14:41:05.417702,0.17849
Wednesday,2025-09-03 14:41:05.636257,0.17849
Wednesday,2025-09-03 14:41:05.840318,0.17849
Wednesday,2025-09-03 14:41:06.039207,0.17849
Wednesday,2025-09-03 14:41:06.258948,0.17647
Wednesday,2025-09-03 14:41:06.910248,0.17846
Wednesday,2025-09-03 14:41:07.120082,0.17846
Wednesday,2025-09-03 14:41:07.337679,0.17846
Wednesday,2025-09-03 14:41:07.541913,0.17846
Wednesday,2025-09-03 14:41:09.497825,0.17845
Wednesday,2025-09-03 14:41:09.729617,0.17844
Wednesday,2025-09-03 14:41:10.152593,0.17843
Wednesday,2025-09-03 14:41:10.589596,0.17842
Wednesday,2025-09-03 14:41:10.797549,0.17842
Wednesday,2025-09-03 14:41:11.012934,0.17842
Wednesday,2025-09-03 14:41:11.231376,0.17842
Wednesday,2025-09-03 14:41:11.678170,0.17842
Wednesday,2025-09-03 14:41:11.904072,0.17841
Wednesday,2025-09-03 14:41:12.121601,0.17840
Wednesday,2025-09-03 14:41:12.364881,0.17839
Wednesday,2025-09-03 14:41:13.806000,0.17639
Wednesday,2025-09-03 14:41:14.676751,0.17844
Wednesday,2025-09-03 14:41:16.696591,0.17851
Wednesday,2025-09-03 14:41:16.908021,0.17854
Wednesday,2025-09-03 14:41:17.806039,0.17856
Wednesday,2025-09-03 14:41:18.077865,0.17856
Wednesday,2025-09-03 14:41:18.703639,0.17653
Wednesday,2025-09-03 14:41:18.929568,0.17853
Wednesday,2025-09-03 14:41:20.524312,0.17857
